year,origin,destination,male-germans,female-germans,all-germans,male-foreigners,female-foreigners,all-foreigners,all-males,all-females,all
2008,Baden-Wuerttemberg,Rheinland-Pfalz,5399,5707,11106,1193,1048,2241,6592,6755,13347
2008,Baden-Wuerttemberg,Baden-Wuerttemberg,0,0,0,0,0,0,0,0,0
2008,Baden-Wuerttemberg,Bayern,15217,15392,30609,2796,2228,5024,18013,17620,35633
2008,Baden-Wuerttemberg,Saarland,656,657,1313,116,121,237,772,778,1550
2008,Baden-Wuerttemberg,Berlin,3043,3078,6121,563,450,1013,3606,3528,7134
2008,Baden-Wuerttemberg,Brandenburg,990,969,1959,56,38,94,1046,1007,2053
2008,Baden-Wuerttemberg,Mecklenburg-Vorpommern,616,530,1146,57,40,97,673,570,1243
2008,Baden-Wuerttemberg,Sachsen,2268,2114,4382,180,149,329,2448,2263,4711
2008,Baden-Wuerttemberg,Sachsen-Anhalt,948,795,1743,119,76,195,1067,871,1938
2008,Baden-Wuerttemberg,Thueringen,1100,1102,2202,93,57,150,1193,1159,2352
2008,Baden-Wuerttemberg,Insgesamt,48999,49290,98289,9439,7890,17329,58438,57180,115618
2008,Bayern,Schleswig-Holstein,1287,1327,2614,255,179,434,1542,1506,3048
2008,Bayern,Hamburg,1291,1380,2671,263,213,476,1554,1593,3147
2008,Bayern,Niedersachsen,3006,3030,6036,590,394,984,3596,3424,7020
2008,Bayern,Bremen,296,274,570,80,50,130,376,324,700
2008,Bayern,Nordrhein-Westfalen,6579,6480,13059,1981,1448,3429,8560,7928,16488
2008,Bayern,Hessen,5668,5496,11164,1314,1093,2407,6982,6589,13571
2008,Bayern,Rheinland-Pfalz,2098,2047,4145,414,303,717,2512,2350,4862
2008,Bayern,Baden-Wuerttemberg,13802,13734,27536,2640,2073,4713,16442,15807,32249
2008,Bayern,Bayern,0,0,0,0,0,0,0,0,0
2008,Bayern,Saarland,350,358,708,75,64,139,425,422,847
2008,Bayern,Berlin,3303,3358,6661,567,540,1107,3870,3898,7768
2008,Bayern,Brandenburg,1152,1029,2181,68,67,135,1220,1096,2316
2008,Bayern,Mecklenburg-Vorpommern,567,525,1092,32,25,57,599,550,1149
2008,Bayern,Sachsen,3506,3405,6911,264,178,442,3770,3583,7353
2008,Bayern,Sachsen-Anhalt,1106,947,2053,139,60,199,1245,1007,2252
2008,Bayern,Thueringen,2184,2107,4291,138,90,228,2322,2197,4519
2008,Bayern,Insgesamt,46195,45497,91692,8820,6777,15597,55015,52274,107289
2008,Saarland,Schleswig-Holstein,79,90,169,6,6,12,85,96,181
2008,Saarland,Hamburg,89,87,176,15,10,25,104,97,201
2008,Saarland,Niedersachsen,215,209,424,45,32,77,260,241,501
2008,Saarland,Bremen,30,34,64,4,13,17,34,47,81
2008,Saarland,Nordrhein-Westfalen,714,745,1459,206,173,379,920,918,1838
2008,Saarland,Hessen,495,459,954,131,115,246,626,574,1200
2008,Saarland,Rheinland-Pfalz,1915,2045,3960,207,177,384,2122,2222,4344
2008,Saarland,Baden-Wuerttemberg,910,907,1817,201,153,354,1111,1060,2171
2008,Saarland,Bayern,569,555,1124,142,111,253,711,666,1377
2008,Saarland,Saarland,0,0,0,0,0,0,0,0,0
2008,Saarland,Berlin,205,188,393,43,46,89,248,234,482
2008,Saarland,Brandenburg,44,41,85,5,0,5,49,41,90
2008,Saarland,Mecklenburg-Vorpommern,42,38,80,2,3,5,44,41,85
2008,Saarland,Sachsen,91,84,175,60,23,83,151,107,258
2008,Saarland,Sachsen-Anhalt,46,47,93,35,12,47,81,59,140
2008,Saarland,Thueringen,70,65,135,6,6,12,76,71,147
2008,Saarland,Insgesamt,5514,5594,11108,1108,880,1988,6622,6474,13096
2008,Berlin,Schleswig-Holstein,1108,1219,2327,102,99,201,1210,1318,2528
2008,Berlin,Hamburg,1243,1334,2577,182,150,332,1425,1484,2909
2008,Berlin,Niedersachsen,2240,2215,4455,322,252,574,2562,2467,5029
2008,Berlin,Bremen,283,279,562,35,41,76,318,320,638
2008,Berlin,Nordrhein-Westfalen,3310,3455,6765,755,593,1348,4065,4048,8113
2008,Berlin,Hessen,1552,1500,3052,393,302,695,1945,1802,3747
2008,Berlin,Rheinland-Pfalz,583,578,1161,97,77,174,680,655,1335
2008,Berlin,Baden-Wuerttemberg,2601,2350,4951,536,416,952,3137,2766,5903
2008,Berlin,Bayern,2956,2777,5733,613,528,1141,3569,3305,6874
2008,Berlin,Saarland,148,149,297,50,31,81,198,180,378
2008,Berlin,Berlin,0,0,0,0,0,0,0,0,0
2008,Berlin,Brandenburg,12988,13414,26402,693,660,1353,13681,14074,27755
2008,Berlin,Mecklenburg-Vorpommern,1226,1270,2496,143,78,221,1369,1348,2717
2008,Berlin,Sachsen,1353,1334,2687,209,184,393,1562,1518,3080
2008,Berlin,Sachsen-Anhalt,755,774,1529,166,94,260,921,868,1789
2008,Berlin,Thueringen,497,529,1026,81,44,125,578,573,1151
2008,Berlin,Insgesamt,32843,33177,66020,4377,3549,7926,37220,36726,73946
2008,Brandenburg,Schleswig-Holstein,830,847,1677,27,26,53,857,873,1730
2008,Brandenburg,Hamburg,636,688,1324,36,33,69,672,721,1393
2008,Brandenburg,Niedersachsen,1501,1499,3000,77,78,155,1578,1577,3155
2008,Brandenburg,Bremen,156,132,288,6,10,16,162,142,304
2008,Brandenburg,Nordrhein-Westfalen,1743,1715,3458,179,138,317,1922,1853,3775
2008,Brandenburg,Hessen,768,758,1526,59,52,111,827,810,1637
2008,Brandenburg,Rheinland-Pfalz,435,378,813,18,21,39,453,399,852
2008,Brandenburg,Baden-Wuerttemberg,1627,1513,3140,103,91,194,1730,1604,3334
2008,Brandenburg,Bayern,1883,1716,3599,112,96,208,1995,1812,3807
2008,Brandenburg,Saarland,61,52,113,1,4,5,62,56,118
2008,Brandenburg,Berlin,11051,11282,22333,1114,1011,2125,12165,12293,24458
2008,Brandenburg,Brandenburg,0,0,0,0,0,0,0,0,0
2008,Brandenburg,Mecklenburg-Vorpommern,1476,1672,3148,41,32,73,1517,1704,3221
2008,Brandenburg,Sachsen,2318,2369,4687,96,74,170,2414,2443,4857
2008,Brandenburg,Sachsen-Anhalt,1082,1116,2198,68,31,99,1150,1147,2297
2008,Brandenburg,Thueringen,478,542,1020,21,5,26,499,547,1046
2008,Brandenburg,Insgesamt,26045,26279,52324,1958,1702,3660,28003,27981,55984
2008,Mecklenburg-Vorpommern,Schleswig-Holstein,2829,2832,5661,108,83,191,2937,2915,5852
2008,Mecklenburg-Vorpommern,Hamburg,2359,2555,4914,374,242,616,2733,2797,5530
2008,Mecklenburg-Vorpommern,Niedersachsen,2060,2085,4145,185,163,348,2245,2248,4493
2008,Mecklenburg-Vorpommern,Bremen,264,257,521,22,12,34,286,269,555
2008,Mecklenburg-Vorpommern,Nordrhein-Westfalen,1208,1239,2447,233,156,389,1441,1395,2836
2008,Mecklenburg-Vorpommern,Hessen,491,498,989,82,44,126,573,542,1115
2008,Mecklenburg-Vorpommern,Rheinland-Pfalz,238,231,469,45,26,71,283,257,540
2008,Mecklenburg-Vorpommern,Baden-Wuerttemberg,927,834,1761,96,78,174,1023,912,1935
2008,Mecklenburg-Vorpommern,Bayern,937,816,1753,119,76,195,1056,892,1948
2008,Mecklenburg-Vorpommern,Saarland,34,35,69,9,1,10,43,36,79
2008,Mecklenburg-Vorpommern,Berlin,2034,2113,4147,172,138,310,2206,2251,4457
2008,Mecklenburg-Vorpommern,Brandenburg,1279,1383,2662,36,49,85,1315,1432,2747
2008,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,0,0,0,0,0,0,0,0,0
2008,Mecklenburg-Vorpommern,Sachsen,751,778,1529,28,22,50,779,800,1579
2008,Mecklenburg-Vorpommern,Sachsen-Anhalt,429,435,864,35,17,52,464,452,916
2008,Mecklenburg-Vorpommern,Thueringen,282,298,580,14,15,29,296,313,609
2008,Mecklenburg-Vorpommern,Insgesamt,16122,16389,32511,1558,1122,2680,17680,17511,35191
2008,Sachsen,Schleswig-Holstein,534,605,1139,47,35,82,581,640,1221
2008,Sachsen,Hamburg,572,628,1200,103,70,173,675,698,1373
2008,Sachsen,Niedersachsen,1512,1467,2979,232,139,371,1744,1606,3350
2008,Sachsen,Bremen,166,160,326,28,16,44,194,176,370
2008,Sachsen,Nordrhein-Westfalen,2475,2629,5104,615,375,990,3090,3004,6094
2008,Sachsen,Hessen,1555,1628,3183,308,208,516,1863,1836,3699
2008,Sachsen,Rheinland-Pfalz,694,693,1387,115,87,202,809,780,1589
2008,Sachsen,Baden-Wuerttemberg,3683,3346,7029,388,347,735,4071,3693,7764
2008,Sachsen,Bayern,5557,5425,10982,597,396,993,6154,5821,11975
2008,Sachsen,Saarland,97,91,188,36,22,58,133,113,246
2008,Sachsen,Berlin,2079,2440,4519,400,293,693,2479,2733,5212
2008,Sachsen,Brandenburg,1815,2025,3840,99,78,177,1914,2103,4017
2008,Sachsen,Mecklenburg-Vorpommern,599,763,1362,30,25,55,629,788,1417
2008,Sachsen,Sachsen,0,0,0,0,0,0,0,0,0
2008,Sachsen,Sachsen-Anhalt,1885,2135,4020,172,109,281,2057,2244,4301
2008,Sachsen,Thueringen,2076,2272,4348,174,104,278,2250,2376,4626
2008,Sachsen,Insgesamt,25299,26307,51606,3344,2304,5648,28643,28611,57254
2008,Sachsen-Anhalt,Schleswig-Holstein,509,556,1065,66,36,102,575,592,1167
2008,Sachsen-Anhalt,Hamburg,613,602,1215,89,59,148,702,661,1363
2008,Sachsen-Anhalt,Niedersachsen,3796,4050,7846,327,233,560,4123,4283,8406
2008,Sachsen-Anhalt,Bremen,139,139,278,17,11,28,156,150,306
2008,Sachsen-Anhalt,Nordrhein-Westfalen,1793,1941,3734,438,271,709,2231,2212,4443
2008,Sachsen-Anhalt,Hessen,998,1107,2105,153,111,264,1151,1218,2369
2008,Sachsen-Anhalt,Rheinland-Pfalz,430,376,806,78,45,123,508,421,929
2008,Sachsen-Anhalt,Baden-Wuerttemberg,1683,1544,3227,237,189,426,1920,1733,3653
2008,Sachsen-Anhalt,Bayern,2128,1921,4049,241,170,411,2369,2091,4460
2008,Sachsen-Anhalt,Saarland,41,54,95,21,12,33,62,66,128
2008,Sachsen-Anhalt,Berlin,1466,1631,3097,279,253,532,1745,1884,3629
2008,Sachsen-Anhalt,Brandenburg,1116,1331,2447,45,30,75,1161,1361,2522
2008,Sachsen-Anhalt,Mecklenburg-Vorpommern,589,687,1276,22,9,31,611,696,1307
2008,Sachsen-Anhalt,Sachsen,3065,3211,6276,184,116,300,3249,3327,6576
2008,Sachsen-Anhalt,Sachsen-Anhalt,0,0,0,0,0,0,0,0,0
2008,Sachsen-Anhalt,Thueringen,1374,1555,2929,69,36,105,1443,1591,3034
2008,Sachsen-Anhalt,Insgesamt,19740,20705,40445,2266,1581,3847,22006,22286,44292
2008,Thueringen,Schleswig-Holstein,280,313,593,24,8,32,304,321,625
2008,Thueringen,Hamburg,331,335,666,38,24,62,369,359,728
2008,Thueringen,Niedersachsen,1326,1390,2716,130,95,225,1456,1485,2941
2008,Thueringen,Bremen,98,111,209,8,9,17,106,120,226
2008,Thueringen,Nordrhein-Westfalen,1503,1593,3096,342,197,539,1845,1790,3635
2008,Thueringen,Hessen,2141,2358,4499,189,137,326,2330,2495,4825
2008,Thueringen,Rheinland-Pfalz,464,483,947,54,43,97,518,526,1044
2008,Thueringen,Baden-Wuerttemberg,2122,1849,3971,210,165,375,2332,2014,4346
2008,Thueringen,Bayern,3834,3810,7644,288,207,495,4122,4017,8139
2008,Thueringen,Saarland,55,68,123,10,9,19,65,77,142
2008,Thueringen,Berlin,887,1020,1907,109,90,199,996,1110,2106
2008,Thueringen,Brandenburg,456,504,960,42,19,61,498,523,1021
2008,Thueringen,Mecklenburg-Vorpommern,347,402,749,18,9,27,365,411,776
2008,Thueringen,Sachsen,2727,2797,5524,117,77,194,2844,2874,5718
2008,Thueringen,Sachsen-Anhalt,1161,1142,2303,61,32,93,1222,1174,2396
2008,Thueringen,Thueringen,0,0,0,0,0,0,0,0,0
2008,Thueringen,Insgesamt,17732,18175,35907,1640,1121,2761,19372,19296,38668
2008,Insgesamt,Schleswig-Holstein,27412,28877,56289,2664,2117,4781,30076,30994,61070
2008,Insgesamt,Hamburg,27840,29472,57312,3791,3242,7033,31631,32714,64345
2008,Insgesamt,Niedersachsen,51809,53950,105759,6262,5027,11289,58071,58977,117048
2008,Insgesamt,Bremen,10194,9956,20150,1316,1129,2445,11510,11085,22595
2008,Insgesamt,Nordrhein-Westfalen,58509,61246,119755,12329,9779,22108,70838,71025,141863
2008,Insgesamt,Hessen,39433,40984,80417,8292,6963,15255,47725,47947,95672
2008,Insgesamt,Rheinland-Pfalz,27215,28201,55416,4761,3948,8709,31976,32149,64125
2008,Insgesamt,Baden-Wuerttemberg,55325,54105,109430,10349,8677,19026,65674,62782,128456
2008,Insgesamt,Bayern,58391,57357,115748,9911,7779,17690,68302,65136,133438
2008,Insgesamt,Saarland,4824,4969,9793,836,729,1565,5660,5698,11358
2008,Insgesamt,Berlin,37716,38971,76687,5324,4892,10216,43040,43863,86903
2008,Insgesamt,Brandenburg,24363,25041,49404,1307,1171,2478,25670,26212,51882
2008,Insgesamt,Mecklenburg-Vorpommern,11573,11801,23374,766,479,1245,12339,12280,24619
2008,Insgesamt,Sachsen,21883,21788,43671,1725,1276,3001,23608,23064,46672
2008,Insgesamt,Sachsen-Anhalt,12609,12470,25079,1249,695,1944,13858,13165,27023
2008,Insgesamt,Thueringen,12240,12932,25172,1012,631,1643,13252,13563,26815
2008,Insgesamt,Insgesamt,481336,492120,973456,71894,58534,130428,553230,550654,1103884
2009,Schleswig-Holstein,Schleswig-Holstein,0,0,0,0,0,0,0,0,0
2009,Schleswig-Holstein,Hamburg,8284,8691,16975,982,919,1901,9266,9610,18876
2009,Schleswig-Holstein,Niedersachsen,3968,4191,8159,275,221,496,4243,4412,8655
2009,Schleswig-Holstein,Bremen,455,431,886,59,36,95,514,467,981
2009,Schleswig-Holstein,Nordrhein-Westfalen,2453,2527,4980,288,266,554,2741,2793,5534
2009,Schleswig-Holstein,Hessen,842,893,1735,115,91,206,957,984,1941
2009,Schleswig-Holstein,Rheinland-Pfalz,425,423,848,37,33,70,462,456,918
2009,Schleswig-Holstein,Baden-Wuerttemberg,1122,1238,2360,133,134,267,1255,1372,2627
2009,Schleswig-Holstein,Bayern,1331,1249,2580,169,134,303,1500,1383,2883
2009,Schleswig-Holstein,Saarland,39,56,95,10,6,16,49,62,111
2009,Schleswig-Holstein,Berlin,1222,1240,2462,115,128,243,1337,1368,2705
2009,Schleswig-Holstein,Brandenburg,595,540,1135,22,19,41,617,559,1176
2009,Schleswig-Holstein,Mecklenburg-Vorpommern,1966,1869,3835,67,42,109,2033,1911,3944
2009,Schleswig-Holstein,Sachsen,442,440,882,31,16,47,473,456,929
2009,Schleswig-Holstein,Sachsen-Anhalt,358,339,697,17,9,26,375,348,723
2009,Schleswig-Holstein,Thueringen,218,212,430,15,11,26,233,223,456
2009,Schleswig-Holstein,Insgesamt,23720,24339,48059,2335,2065,4400,26055,26404,52459
2009,Hamburg,Schleswig-Holstein,9764,10203,19967,1002,930,1932,10766,11133,21899
2009,Hamburg,Hamburg,0,0,0,0,0,0,0,0,0
2009,Hamburg,Niedersachsen,5309,5685,10994,563,522,1085,5872,6207,12079
2009,Hamburg,Bremen,396,425,821,112,75,187,508,500,1008
2009,Hamburg,Nordrhein-Westfalen,1868,1862,3730,354,293,647,2222,2155,4377
2009,Hamburg,Hessen,692,732,1424,177,164,341,869,896,1765
2009,Hamburg,Rheinland-Pfalz,259,246,505,50,27,77,309,273,582
2009,Hamburg,Baden-Wuerttemberg,965,951,1916,189,164,353,1154,1115,2269
2009,Hamburg,Bayern,1040,1079,2119,245,178,423,1285,1257,2542
2009,Hamburg,Saarland,52,50,102,12,9,21,64,59,123
2009,Hamburg,Berlin,1479,1445,2924,239,221,460,1718,1666,3384
2009,Hamburg,Brandenburg,365,342,707,21,23,44,386,365,751
2009,Hamburg,Mecklenburg-Vorpommern,1038,992,2030,51,33,84,1089,1025,2114
2009,Hamburg,Sachsen,340,292,632,28,28,56,368,320,688
2009,Hamburg,Sachsen-Anhalt,201,214,415,21,12,33,222,226,448
2009,Hamburg,Thueringen,145,146,291,26,7,33,171,153,324
2009,Hamburg,Insgesamt,23913,24664,48577,3090,2686,5776,27003,27350,54353
2009,Niedersachsen,Schleswig-Holstein,4245,4477,8722,307,304,611,4552,4781,9333
2009,Niedersachsen,Hamburg,5661,6374,12035,738,630,1368,6399,7004,13403
2009,Niedersachsen,Niedersachsen,0,0,0,0,0,0,0,0,0
2009,Niedersachsen,Bremen,6356,6142,12498,620,611,1231,6976,6753,13729
2009,Niedersachsen,Nordrhein-Westfalen,12510,13793,26303,2281,1998,4279,14791,15791,30582
2009,Niedersachsen,Hessen,3626,3819,7445,683,613,1296,4309,4432,8741
2009,Niedersachsen,Rheinland-Pfalz,1324,1327,2651,248,247,495,1572,1574,3146
2009,Niedersachsen,Baden-Wuerttemberg,3504,3491,6995,751,740,1491,4255,4231,8486
2009,Niedersachsen,Bayern,3739,3690,7429,766,684,1450,4505,4374,8879
2009,Niedersachsen,Saarland,174,187,361,53,57,110,227,244,471
2009,Niedersachsen,Berlin,3008,3189,6197,477,501,978,3485,3690,7175
2009,Niedersachsen,Brandenburg,1220,1188,2408,82,89,171,1302,1277,2579
2009,Niedersachsen,Mecklenburg-Vorpommern,1473,1457,2930,88,65,153,1561,1522,3083
2009,Niedersachsen,Sachsen,1300,1306,2606,145,128,273,1445,1434,2879
2009,Niedersachsen,Sachsen-Anhalt,2510,2604,5114,200,139,339,2710,2743,5453
2009,Niedersachsen,Thueringen,1111,1067,2178,86,76,162,1197,1143,2340
2009,Niedersachsen,Insgesamt,51761,54111,105872,7525,6882,14407,59286,60993,120279
2009,Bremen,Schleswig-Holstein,412,397,809,42,41,83,454,438,892
2009,Bremen,Hamburg,560,638,1198,126,90,216,686,728,1414
2009,Bremen,Niedersachsen,5821,5890,11711,559,508,1067,6380,6398,12778
2009,Bremen,Bremen,0,0,0,0,0,0,0,0,0
2009,Bremen,Nordrhein-Westfalen,809,895,1704,211,171,382,1020,1066,2086
2009,Bremen,Hessen,281,234,515,68,71,139,349,305,654
2009,Bremen,Rheinland-Pfalz,102,107,209,26,17,43,128,124,252
2009,Bremen,Baden-Wuerttemberg,373,318,691,88,68,156,461,386,847
2009,Bremen,Bayern,384,325,709,73,69,142,457,394,851
2009,Bremen,Saarland,9,16,25,8,4,12,17,20,37
2009,Bremen,Berlin,443,453,896,75,73,148,518,526,1044
2009,Bremen,Brandenburg,103,110,213,4,10,14,107,120,227
2009,Bremen,Mecklenburg-Vorpommern,131,132,263,24,12,36,155,144,299
2009,Bremen,Sachsen,121,122,243,10,12,22,131,134,265
2009,Bremen,Sachsen-Anhalt,80,93,173,8,3,11,88,96,184
2009,Bremen,Thueringen,56,58,114,4,6,10,60,64,124
2009,Bremen,Insgesamt,9685,9788,19473,1326,1155,2481,11011,10943,21954
2009,Nordrhein-Westfalen,Schleswig-Holstein,3057,3414,6471,324,268,592,3381,3682,7063
2009,Nordrhein-Westfalen,Hamburg,2902,3148,6050,552,438,990,3454,3586,7040
2009,Nordrhein-Westfalen,Niedersachsen,13628,14587,28215,1783,1467,3250,15411,16054,31465
2009,Nordrhein-Westfalen,Bremen,1029,1131,2160,273,180,453,1302,1311,2613
2009,Nordrhein-Westfalen,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0
2009,Nordrhein-Westfalen,Hessen,7384,7660,15044,1695,1473,3168,9079,9133,18212
2009,Nordrhein-Westfalen,Rheinland-Pfalz,7219,7546,14765,1046,862,1908,8265,8408,16673
2009,Nordrhein-Westfalen,Baden-Wuerttemberg,7802,7991,15793,1665,1431,3096,9467,9422,18889
2009,Nordrhein-Westfalen,Bayern,8107,7966,16073,1818,1369,3187,9925,9335,19260
2009,Nordrhein-Westfalen,Saarland,583,583,1166,170,100,270,753,683,1436
2009,Nordrhein-Westfalen,Berlin,4952,5249,10201,850,785,1635,5802,6034,11836
2009,Nordrhein-Westfalen,Brandenburg,1521,1494,3015,117,106,223,1638,1600,3238
2009,Nordrhein-Westfalen,Mecklenburg-Vorpommern,1103,1077,2180,110,79,189,1213,1156,2369
2009,Nordrhein-Westfalen,Sachsen,1907,1906,3813,261,171,432,2168,2077,4245
2009,Nordrhein-Westfalen,Sachsen-Anhalt,1292,1207,2499,130,87,217,1422,1294,2716
2009,Nordrhein-Westfalen,Thueringen,1190,1122,2312,123,75,198,1313,1197,2510
2009,Nordrhein-Westfalen,Insgesamt,63676,66081,129757,10917,8891,19808,74593,74972,149565
2009,Hessen,Schleswig-Holstein,1029,1187,2216,97,87,184,1126,1274,2400
2009,Hessen,Hamburg,1045,1089,2134,178,165,343,1223,1254,2477
2009,Hessen,Niedersachsen,3446,3638,7084,470,438,908,3916,4076,7992
2009,Hessen,Bremen,280,290,570,60,73,133,340,363,703
2009,Hessen,Nordrhein-Westfalen,6761,7436,14197,1590,1377,2967,8351,8813,17164
2009,Hessen,Hessen,0,0,0,0,0,0,0,0,0
2009,Hessen,Rheinland-Pfalz,5790,6209,11999,1113,948,2061,6903,7157,14060
2009,Hessen,Baden-Wuerttemberg,6231,6409,12640,1412,1205,2617,7643,7614,15257
2009,Hessen,Bayern,6056,6062,12118,1270,1054,2324,7326,7116,14442
2009,Hessen,Saarland,391,396,787,94,72,166,485,468,953
2009,Hessen,Berlin,2161,2087,4248,413,381,794,2574,2468,5042
2009,Hessen,Brandenburg,546,536,1082,94,33,127,640,569,1209
2009,Hessen,Mecklenburg-Vorpommern,367,368,735,29,22,51,396,390,786
2009,Hessen,Sachsen,1167,1143,2310,109,92,201,1276,1235,2511
2009,Hessen,Sachsen-Anhalt,529,572,1101,78,49,127,607,621,1228
2009,Hessen,Thueringen,1341,1502,2843,113,73,186,1454,1575,3029
2009,Hessen,Insgesamt,37140,38924,76064,7120,6069,13189,44260,44993,89253
2009,Rheinland-Pfalz,Schleswig-Holstein,484,577,1061,53,39,92,537,616,1153
2009,Rheinland-Pfalz,Hamburg,385,358,743,51,58,109,436,416,852
2009,Rheinland-Pfalz,Niedersachsen,1228,1265,2493,195,179,374,1423,1444,2867
2009,Rheinland-Pfalz,Bremen,126,121,247,22,23,45,148,144,292
2009,Rheinland-Pfalz,Nordrhein-Westfalen,7211,7676,14887,1235,1064,2299,8446,8740,17186
2009,Rheinland-Pfalz,Hessen,6016,6545,12561,1283,1139,2422,7299,7684,14983
2009,Rheinland-Pfalz,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0
2009,Rheinland-Pfalz,Baden-Wuerttemberg,6089,6138,12227,1131,1013,2144,7220,7151,14371
2009,Rheinland-Pfalz,Bayern,2472,2496,4968,421,341,762,2893,2837,5730
2009,Rheinland-Pfalz,Saarland,1860,1958,3818,204,187,391,2064,2145,4209
2009,Rheinland-Pfalz,Berlin,968,926,1894,131,137,268,1099,1063,2162
2009,Rheinland-Pfalz,Brandenburg,320,323,643,39,29,68,359,352,711
2009,Rheinland-Pfalz,Mecklenburg-Vorpommern,205,215,420,4,6,10,209,221,430
2009,Rheinland-Pfalz,Sachsen,555,562,1117,53,31,84,608,593,1201
2009,Rheinland-Pfalz,Sachsen-Anhalt,293,266,559,36,17,53,329,283,612
2009,Rheinland-Pfalz,Thueringen,305,278,583,30,15,45,335,293,628
2009,Rheinland-Pfalz,Insgesamt,28517,29704,58221,4888,4278,9166,33405,33982,67387
2009,Baden-Wuerttemberg,Schleswig-Holstein,1247,1327,2574,140,130,270,1387,1457,2844
2009,Baden-Wuerttemberg,Hamburg,1255,1294,2549,216,190,406,1471,1484,2955
2009,Baden-Wuerttemberg,Niedersachsen,3171,3164,6335,598,480,1078,3769,3644,7413
2009,Baden-Wuerttemberg,Bremen,421,353,774,73,77,150,494,430,924
2009,Baden-Wuerttemberg,Nordrhein-Westfalen,7056,7046,14102,1807,1578,3385,8863,8624,17487
2009,Baden-Wuerttemberg,Hessen,6379,6405,12784,1671,1341,3012,8050,7746,15796
2009,Baden-Wuerttemberg,Rheinland-Pfalz,5573,5593,11166,1218,1105,2323,6791,6698,13489
2009,Baden-Wuerttemberg,Baden-Wuerttemberg,0,0,0,0,0,0,0,0,0
2009,Baden-Wuerttemberg,Bayern,14314,15080,29394,2691,2099,4790,17005,17179,34184
2009,Baden-Wuerttemberg,Saarland,599,624,1223,123,123,246,722,747,1469
2009,Baden-Wuerttemberg,Berlin,3339,3309,6648,587,532,1119,3926,3841,7767
2009,Baden-Wuerttemberg,Brandenburg,1082,1011,2093,97,70,167,1179,1081,2260
2009,Baden-Wuerttemberg,Mecklenburg-Vorpommern,612,579,1191,52,41,93,664,620,1284
2009,Baden-Wuerttemberg,Sachsen,2327,2107,4434,188,164,352,2515,2271,4786
2009,Baden-Wuerttemberg,Sachsen-Anhalt,913,860,1773,137,101,238,1050,961,2011
2009,Baden-Wuerttemberg,Thueringen,1212,1105,2317,125,82,207,1337,1187,2524
2009,Baden-Wuerttemberg,Insgesamt,49500,49857,99357,9723,8113,17836,59223,57970,117193
2009,Bayern,Schleswig-Holstein,1276,1358,2634,224,160,384,1500,1518,3018
2009,Bayern,Hamburg,1229,1344,2573,234,191,425,1463,1535,2998
2009,Bayern,Niedersachsen,3128,3021,6149,670,378,1048,3798,3399,7197
2009,Bayern,Bremen,372,332,704,86,57,143,458,389,847
